key,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,,,,date,time,,,location
00:06.0,2015-06-15 01:00:06 UTC,-73.98542023,40.73249435,-73.98557281,40.72766876,3,,,,15-06-2015,01:00:06,UTC,,"(40.73249435,-73.98542023)"
00:06.0,2015-06-15 01:00:06 UTC,-73.98805237,40.7207756,-73.99104309,40.71834564,6,,,,15-06-2015,01:00:06,UTC,,"(40.7207756,-73.98805237)"
00:08.0,2011-12-22 01:00:08 UTC,-73.983025,40.761511,-73.904826,40.745197,1,,,,22-12-2011,01:00:08,UTC,,"(40.761511,-73.983025)"
00:08.0,2011-12-22 01:00:08 UTC,-73.974075,40.764809,-73.988102,40.748731,1,,,,22-12-2011,01:00:08,UTC,,"(40.764809,-73.974075)"
00:22.0,2015-05-23 01:00:22 UTC,-73.9655304,40.77360916,-73.95401001,40.77481079,1,,,,23-05-2015,01:00:22,UTC,,"(40.77360916,-73.9655304)"
00:22.0,2015-05-23 01:00:22 UTC,-73.98390961,40.73829269,-73.9851532,40.75801086,4,,,,23-05-2015,01:00:22,UTC,,"(40.73829269,-73.98390961)"
01:46.0,2015-06-25 01:01:46 UTC,-73.97725677,40.76007462,-73.96750641,40.76013184,1,,,,25-06-2015,01:01:46,UTC,,"(40.76007462,-73.97725677)"
01:46.0,2015-06-25 01:01:46 UTC,-73.99636841,40.75673294,-73.97472382,40.74832153,1,,,,25-06-2015,01:01:46,UTC,,"(40.75673294,-73.99636841)"
01:46.0,2015-06-25 01:01:46 UTC,-73.98561096,40.74456024,-73.9815979,40.77857971,3,,,,25-06-2015,01:01:46,UTC,,"(40.74456024,-73.98561096)"
01:46.0,2015-06-25 01:01:46 UTC,-73.90552521,40.75265503,-73.864151,40.73709106,6,,,,25-06-2015,01:01:46,UTC,,"(40.75265503,-73.90552521)"
03:30.0,2013-02-11 01:03:30 UTC,-74.000913,40.729596,-73.977408,40.648265,1,,,,11-02-2013,01:03:30,UTC,,"(40.729596,-74.000913)"
04:08.0,2011-02-08 01:04:08 UTC,-73.992336,40.715117,-73.963107,40.711639,1,,,,08-02-2011,01:04:08,UTC,,"(40.715117,-73.992336)"
05:19.0,2015-01-31 01:05:19 UTC,-73.98657227,40.76192474,-73.91403198,40.76514053,1,,,,31-01-2015,01:05:19,UTC,,"(40.76192474,-73.98657227)"
05:19.0,2015-01-31 01:05:19 UTC,-73.99488831,40.73392487,-73.91495514,40.6876564,1,,,,31-01-2015,01:05:19,UTC,,"(40.73392487,-73.99488831)"
05:19.0,2015-01-31 01:05:19 UTC,-74.00023651,40.7288208,-73.98301697,40.72258377,1,,,,31-01-2015,01:05:19,UTC,,"(40.7288208,-74.00023651)"
05:19.0,2015-01-31 01:05:19 UTC,-73.98734283,40.74443436,-73.9956665,40.72165298,1,,,,31-01-2015,01:05:19,UTC,,"(40.74443436,-73.98734283)"
05:19.0,2015-01-31 01:05:19 UTC,-73.99828339,40.7244606,-73.9933548,40.72006989,1,,,,31-01-2015,01:05:19,UTC,,"(40.7244606,-73.99828339)"
05:19.0,2015-01-31 01:05:19 UTC,-74.00257874,40.7343483,-73.95541382,40.76850891,1,,,,31-01-2015,01:05:19,UTC,,"(40.7343483,-74.00257874)"
05:19.0,2015-01-31 01:05:19 UTC,-73.98557281,40.73543167,-73.93917847,40.80173111,6,,,,31-01-2015,01:05:19,UTC,,"(40.73543167,-73.98557281)"
06:05.0,2014-10-03 01:06:05 UTC,-73.985365,40.74493,-73.969717,40.758607,1,,,,03-10-2014,01:06:05,UTC,,"(40.74493,-73.985365)"
06:05.0,2014-10-03 01:06:05 UTC,-73.947538,40.703967,-73.95149,40.714057,1,,,,03-10-2014,01:06:05,UTC,,"(40.703967,-73.947538)"
06:17.0,2015-04-25 01:06:17 UTC,-74.00520325,40.74017334,-73.99136353,40.72767258,1,,,,25-04-2015,01:06:17,UTC,,"(40.74017334,-74.00520325)"
06:17.0,2015-04-25 01:06:17 UTC,-73.97263336,40.76246643,-73.98193359,40.76855469,1,,,,25-04-2015,01:06:17,UTC,,"(40.76246643,-73.97263336)"
06:17.0,2015-04-25 01:06:17 UTC,-73.9865036,40.73999405,-73.9779129,40.74564362,1,,,,25-04-2015,01:06:17,UTC,,"(40.73999405,-73.9865036)"
06:17.0,2015-04-25 01:06:17 UTC,-73.98119354,40.74435806,-73.99203491,40.72581482,1,,,,25-04-2015,01:06:17,UTC,,"(40.74435806,-73.98119354)"
06:17.0,2015-04-25 01:06:17 UTC,-73.95798492,40.72179031,-73.95011139,40.74385071,1,,,,25-04-2015,01:06:17,UTC,,"(40.72179031,-73.95798492)"
06:17.0,2015-04-25 01:06:17 UTC,-74.01506042,40.71480179,-73.99111938,40.75579071,2,,,,25-04-2015,01:06:17,UTC,,"(40.71480179,-74.01506042)"
06:17.0,2015-04-25 01:06:17 UTC,-73.98661041,40.76422882,-73.96559906,40.80550003,2,,,,25-04-2015,01:06:17,UTC,,"(40.76422882,-73.98661041)"
06:17.0,2015-04-25 01:06:17 UTC,-73.9728775,40.76414108,-73.92468262,40.73683167,5,,,,25-04-2015,01:06:17,UTC,,"(40.76414108,-73.9728775)"
06:25.0,2014-06-10 01:06:25 UTC,-73.948341,40.7449,-73.954547,40.691149,1,,,,10-06-2014,01:06:25,UTC,,"(40.7449,-73.948341)"
06:25.0,2014-06-10 01:06:25 UTC,-73.984041,40.762327,-74.017139,40.70755,1,,,,10-06-2014,01:06:25,UTC,,"(40.762327,-73.984041)"
06:25.0,2014-06-10 01:06:25 UTC,-73.988966,40.758374,-73.960686,40.605007,1,,,,10-06-2014,01:06:25,UTC,,"(40.758374,-73.988966)"
07:57.0,2011-06-12 01:07:57 UTC,-73.990239,40.738129,-73.960476,40.814715,1,,,,12-06-2011,01:07:57,UTC,,"(40.738129,-73.990239)"
07:57.0,2011-06-12 01:07:57 UTC,-73.990969,40.749933,-74.017819,40.707963,1,,,,12-06-2011,01:07:57,UTC,,"(40.749933,-73.990969)"
07:57.0,2011-06-12 01:07:57 UTC,-73.988351,40.73318,-73.988289,40.718644,2,,,,12-06-2011,01:07:57,UTC,,"(40.73318,-73.988351)"
08:09.0,2012-03-12 01:08:09 UTC,-73.999312,40.714365,-73.991865,40.739378,2,,,,12-03-2012,01:08:09,UTC,,"(40.714365,-73.999312)"
11:14.0,2013-08-26 01:11:14 UTC,-74.005117,40.720665,-73.978157,40.75247,1,,,,26-08-2013,01:11:14,UTC,,"(40.720665,-74.005117)"
11:14.0,2013-08-26 01:11:14 UTC,-73.987952,40.719983,-74.003568,40.742749,1,,,,26-08-2013,01:11:14,UTC,,"(40.719983,-73.987952)"
12:50.0,2012-07-24 01:12:50 UTC,-73.982185,40.762421,-73.911395,40.778071,1,,,,24-07-2012,01:12:50,UTC,,"(40.762421,-73.982185)"
12:50.0,2012-07-24 01:12:50 UTC,-73.987536,40.732615,-73.978868,40.747027,1,,,,24-07-2012,01:12:50,UTC,,"(40.732615,-73.987536)"
12:50.0,2012-07-24 01:12:50 UTC,-73.999137,40.740838,-73.975762,40.793825,1,,,,24-07-2012,01:12:50,UTC,,"(40.740838,-73.999137)"
12:50.0,2012-07-24 01:12:50 UTC,-73.968578,40.759222,-73.979639,40.772739,1,,,,24-07-2012,01:12:50,UTC,,"(40.759222,-73.968578)"
12:50.0,2012-07-24 01:12:50 UTC,-74.002563,40.733685,-73.960198,40.761932,1,,,,24-07-2012,01:12:50,UTC,,"(40.733685,-74.002563)"
13:35.0,2015-05-18 01:13:35 UTC,-73.99539948,40.7441864,-73.98123932,40.73812866,1,,,,18-05-2015,01:13:35,UTC,,"(40.7441864,-73.99539948)"
13:40.0,2014-06-11 01:13:40 UTC,-73.960497,40.761524,-73.992287,40.745524,1,,,,11-06-2014,01:13:40,UTC,,"(40.761524,-73.960497)"
15:44.0,2011-04-05 01:15:44 UTC,-73.986975,40.761231,-73.962382,40.796578,1,,,,05-04-2011,01:15:44,UTC,,"(40.761231,-73.986975)"
15:44.0,2011-04-05 01:15:44 UTC,-74.001708,40.741902,-73.984619,40.781611,1,,,,05-04-2011,01:15:44,UTC,,"(40.741902,-74.001708)"
16:05.0,2012-06-02 01:16:05 UTC,-73.984807,40.757678,-73.988631,40.762479,1,,,,02-06-2012,01:16:05,UTC,,"(40.757678,-73.984807)"
16:05.0,2012-06-02 01:16:05 UTC,-73.995693,40.724636,-73.786439,40.768598,1,,,,02-06-2012,01:16:05,UTC,,"(40.724636,-73.995693)"
16:05.0,2012-06-02 01:16:05 UTC,-73.985141,40.757586,-73.914757,40.774353,2,,,,02-06-2012,01:16:05,UTC,,"(40.757586,-73.985141)"
16:05.0,2012-06-02 01:16:05 UTC,-73.981038,40.721136,-73.983791,40.725791,4,,,,02-06-2012,01:16:05,UTC,,"(40.721136,-73.981038)"
16:05.0,2012-06-02 01:16:05 UTC,-73.956452,40.771567,-73.955605,40.770052,4,,,,02-06-2012,01:16:05,UTC,,"(40.771567,-73.956452)"
17:38.0,2014-08-24 01:17:38 UTC,-74.003854,40.741965,-74.002682,40.749948,1,,,,24-08-2014,01:17:38,UTC,,"(40.741965,-74.003854)"
18:55.0,2009-07-13 01:18:55 UTC,-73.994038,40.751092,-73.989134,40.757743,1,,,,13-07-2009,01:18:55,UTC,,"(40.751092,-73.994038)"
18:55.0,2009-07-13 01:18:55 UTC,-73.973187,40.763884,-73.956661,40.77041,1,,,,13-07-2009,01:18:55,UTC,,"(40.763884,-73.973187)"
19:15.0,2013-01-31 01:19:15 UTC,-73.981225,40.758677,-73.948568,40.823781,1,,,,31-01-2013,01:19:15,UTC,,"(40.758677,-73.981225)"
19:15.0,2013-01-31 01:19:15 UTC,-73.971744,40.762874,-73.943693,40.794583,1,,,,31-01-2013,01:19:15,UTC,,"(40.762874,-73.971744)"
19:48.0,2014-08-18 01:19:48 UTC,-73.982268,40.727228,-74.00941,40.73332,2,,,,18-08-2014,01:19:48,UTC,,"(40.727228,-73.982268)"
20:50.0,2013-12-29 01:20:50 UTC,-73.993598,40.75209,-73.946799,40.800307,1,,,,29-12-2013,01:20:50,UTC,,"(40.75209,-73.993598)"
20:50.0,2013-12-29 01:20:50 UTC,-73.989092,40.73398,-73.977191,40.722645,1,,,,29-12-2013,01:20:50,UTC,,"(40.73398,-73.989092)"
20:50.0,2013-12-29 01:20:50 UTC,-74.005236,40.728776,-73.970026,40.794404,2,,,,29-12-2013,01:20:50,UTC,,"(40.728776,-74.005236)"
20:55.0,2009-03-25 01:20:55 UTC,-74.004122,40.719726,-74.006214,40.743843,1,,,,25-03-2009,01:20:55,UTC,,"(40.719726,-74.004122)"
20:55.0,2009-03-25 01:20:55 UTC,-73.994889,40.72488,-73.984357,40.758859,3,,,,25-03-2009,01:20:55,UTC,,"(40.72488,-73.994889)"
22:01.0,2010-10-01 01:22:01 UTC,-73.974901,40.756382,-73.98982,40.720663,1,,,,01-10-2010,01:22:01,UTC,,"(40.756382,-73.974901)"
22:57.0,2012-03-07 01:22:57 UTC,-73.971395,40.757352,-73.987778,40.736188,1,,,,07-03-2012,01:22:57,UTC,,"(40.757352,-73.971395)"
22:57.0,2012-03-07 01:22:57 UTC,-73.993705,40.721055,-73.961514,40.760465,1,,,,07-03-2012,01:22:57,UTC,,"(40.721055,-73.993705)"
23:10.0,2010-03-13 01:23:10 UTC,-74.008496,40.719782,-73.923586,40.761458,1,,,,13-03-2010,01:23:10,UTC,,"(40.719782,-74.008496)"
23:10.0,2010-03-13 01:23:10 UTC,-73.985388,40.720545,-73.988854,40.72923,1,,,,13-03-2010,01:23:10,UTC,,"(40.720545,-73.985388)"
23:10.0,2010-03-13 01:23:10 UTC,-73.984821,40.759206,-73.973866,40.755158,3,,,,13-03-2010,01:23:10,UTC,,"(40.759206,-73.984821)"
27:30.0,2014-08-09 01:27:30 UTC,-73.984545,40.748611,-73.981155,40.762439,1,,,,09-08-2014,01:27:30,UTC,,"(40.748611,-73.984545)"
27:30.0,2014-08-09 01:27:30 UTC,-73.985682,40.732765,-73.954477,40.716902,2,,,,09-08-2014,01:27:30,UTC,,"(40.732765,-73.985682)"
27:31.0,2011-02-03 01:27:31 UTC,-73.94734,40.776002,-73.981322,40.714439,1,,,,03-02-2011,01:27:31,UTC,,"(40.776002,-73.94734)"
28:15.0,2014-04-22 01:28:15 UTC,-73.781999,40.644463,-73.797376,40.720888,1,,,,22-04-2014,01:28:15,UTC,,"(40.644463,-73.781999)"
28:24.0,2011-09-08 01:28:24 UTC,-73.776664,40.645255,-73.944381,40.649231,1,,,,08-09-2011,01:28:24,UTC,,"(40.645255,-73.776664)"
29:51.0,2011-04-28 01:29:51 UTC,-73.982405,40.768722,-73.977068,40.785085,3,,,,28-04-2011,01:29:51,UTC,,"(40.768722,-73.982405)"
30:36.0,2012-08-09 01:30:36 UTC,-73.965856,40.712752,-73.999291,40.736746,2,,,,09-08-2012,01:30:36,UTC,,"(40.712752,-73.965856)"
31:04.0,2014-08-26 01:31:04 UTC,-73.987564,40.759712,-73.973855,40.672625,1,,,,26-08-2014,01:31:04,UTC,,"(40.759712,-73.987564)"
32:42.0,2012-01-26 01:32:42 UTC,-74.015062,40.710353,-74.003066,40.738752,1,,,,26-01-2012,01:32:42,UTC,,"(40.710353,-74.015062)"
32:42.0,2012-01-26 01:32:42 UTC,-73.987382,40.724681,-73.977847,40.726812,1,,,,26-01-2012,01:32:42,UTC,,"(40.724681,-73.987382)"
34:56.0,2013-06-05 01:34:56 UTC,-74.002107,40.74554,-73.9814,40.778893,1,,,,05-06-2013,01:34:56,UTC,,"(40.74554,-74.002107)"
35:09.0,2010-09-21 01:35:09 UTC,-73.987672,40.719822,-73.942791,40.720984,1,,,,21-09-2010,01:35:09,UTC,,"(40.719822,-73.987672)"
35:09.0,2010-09-21 01:35:09 UTC,-73.981994,40.763277,-73.979382,40.751996,1,,,,21-09-2010,01:35:09,UTC,,"(40.763277,-73.981994)"
36:08.0,2011-12-01 01:36:08 UTC,-73.998549,40.760755,-73.985693,40.766414,1,,,,01-12-2011,01:36:08,UTC,,"(40.760755,-73.998549)"
36:08.0,2011-12-01 01:36:08 UTC,-73.987116,40.729981,-73.980607,40.733818,2,,,,01-12-2011,01:36:08,UTC,,"(40.729981,-73.987116)"
36:31.0,2012-03-23 01:36:31 UTC,-73.983481,40.758844,-73.989583,40.773124,1,,,,23-03-2012,01:36:31,UTC,,"(40.758844,-73.983481)"
36:31.0,2012-03-23 01:36:31 UTC,-73.948478,40.774862,-73.94795,40.78026,1,,,,23-03-2012,01:36:31,UTC,,"(40.774862,-73.948478)"
36:36.0,2011-09-04 01:36:36 UTC,-74.006605,40.735837,-73.995216,40.682152,1,,,,04-09-2011,01:36:36,UTC,,"(40.735837,-74.006605)"
36:36.0,2011-09-04 01:36:36 UTC,-73.9691,40.758483,-73.988154,40.757127,2,,,,04-09-2011,01:36:36,UTC,,"(40.758483,-73.9691)"
38:20.0,2013-02-26 01:38:20 UTC,-73.99466,40.739007,-73.979282,40.746092,3,,,,26-02-2013,01:38:20,UTC,,"(40.739007,-73.99466)"
39:14.0,2014-05-15 01:39:14 UTC,-73.975798,40.76054,-73.994377,40.667308,1,,,,15-05-2014,01:39:14,UTC,,"(40.76054,-73.975798)"
40:45.0,2011-07-11 01:40:45 UTC,-74.00757,40.705003,-73.988049,40.721343,1,,,,11-07-2011,01:40:45,UTC,,"(40.705003,-74.00757)"
40:49.0,2014-11-06 01:40:49 UTC,-73.980066,40.77067,-73.975114,40.777353,1,,,,06-11-2014,01:40:49,UTC,,"(40.77067,-73.980066)"
40:49.0,2014-11-06 01:40:49 UTC,-73.990667,40.724494,-73.977593,40.687579,1,,,,06-11-2014,01:40:49,UTC,,"(40.724494,-73.990667)"
40:49.0,2014-11-06 01:40:49 UTC,-73.984668,40.748194,-74.005409,40.738184,1,,,,06-11-2014,01:40:49,UTC,,"(40.748194,-73.984668)"
41:05.0,2015-04-14 01:41:05 UTC,-73.94632721,40.77714157,-73.98440552,40.76398087,1,,,,14-04-2015,01:41:05,UTC,,"(40.77714157,-73.94632721)"
41:59.0,2013-12-07 01:41:59 UTC,-73.989613,40.756553,-73.979615,40.733225,1,,,,07-12-2013,01:41:59,UTC,,"(40.756553,-73.989613)"
41:59.0,2013-12-07 01:41:59 UTC,-73.987063,40.729443,-73.955265,40.709157,1,,,,07-12-2013,01:41:59,UTC,,"(40.729443,-73.987063)"
41:59.0,2013-12-07 01:41:59 UTC,-74.003861,40.725552,-73.988539,40.732203,2,,,,07-12-2013,01:41:59,UTC,,"(40.725552,-74.003861)"
43:10.0,2013-01-03 01:43:10 UTC,-73.978106,40.783345,-73.966246,40.712939,1,,,,03-01-2013,01:43:10,UTC,,"(40.783345,-73.978106)"
43:10.0,2013-01-03 01:43:10 UTC,-73.976639,40.747729,-73.954784,40.780054,2,,,,03-01-2013,01:43:10,UTC,,"(40.747729,-73.976639)"
44:00.0,2011-03-11 01:44:00 UTC,-74.008345,40.736218,-73.996457,40.722018,1,,,,11-03-2011,01:44:00,UTC,,"(40.736218,-74.008345)"
44:00.0,2011-03-11 01:44:00 UTC,-73.983638,40.742358,-73.993917,40.757273,1,,,,11-03-2011,01:44:00,UTC,,"(40.742358,-73.983638)"
44:00.0,2011-03-11 01:44:00 UTC,-73.93968,40.841267,-73.927843,40.756225,1,,,,11-03-2011,01:44:00,UTC,,"(40.841267,-73.93968)"
44:00.0,2011-03-11 01:44:00 UTC,-73.984835,40.75301,-73.923587,40.743517,1,,,,11-03-2011,01:44:00,UTC,,"(40.75301,-73.984835)"
44:00.0,2011-03-11 01:44:00 UTC,-74.005502,40.74077,-73.992965,40.683678,1,,,,11-03-2011,01:44:00,UTC,,"(40.74077,-74.005502)"
44:00.0,2011-03-11 01:44:00 UTC,-73.986115,40.762142,-73.938872,40.835367,1,,,,11-03-2011,01:44:00,UTC,,"(40.762142,-73.986115)"
44:00.0,2011-03-11 01:44:00 UTC,-74.00222,40.72476,-73.989485,40.732685,1,,,,11-03-2011,01:44:00,UTC,,"(40.72476,-74.00222)"
44:00.0,2011-03-11 01:44:00 UTC,-73.984832,40.742175,-73.98779,40.710657,1,,,,11-03-2011,01:44:00,UTC,,"(40.742175,-73.984832)"
44:00.0,2011-03-11 01:44:00 UTC,-73.987217,40.737547,-73.987355,40.728942,1,,,,11-03-2011,01:44:00,UTC,,"(40.737547,-73.987217)"
44:00.0,2011-03-11 01:44:00 UTC,-73.986217,40.762088,-73.920983,40.741202,1,,,,11-03-2011,01:44:00,UTC,,"(40.762088,-73.986217)"
44:00.0,2011-03-11 01:44:00 UTC,-73.98679,40.75254,-73.991563,40.75804,1,,,,11-03-2011,01:44:00,UTC,,"(40.75254,-73.98679)"
44:00.0,2011-03-11 01:44:00 UTC,-73.970842,40.755635,-73.914022,40.77512,1,,,,11-03-2011,01:44:00,UTC,,"(40.755635,-73.970842)"
44:00.0,2011-03-11 01:44:00 UTC,-73.972865,40.755913,-73.976502,40.754413,1,,,,11-03-2011,01:44:00,UTC,,"(40.755913,-73.972865)"
44:00.0,2011-03-11 01:44:00 UTC,-73.980148,40.726982,-74.002682,40.74541,1,,,,11-03-2011,01:44:00,UTC,,"(40.726982,-73.980148)"
